图片,标题,简介,作者,收藏数量,评论数量,类型
http://pic.ecook.cn/web/248566759.jpg!s4,双薯花卷,紫薯富含花青素、能预防多种疾病、高含量的硒和锌、抗氧化、能预防癌症、紫薯的纤维素含量高、能促进消化、富含维生素、丰富的钾和铁、为肌体送氧、平稳血压、红薯能滋补肝肾、助肌体恢复、红薯也有抗癌作用、红薯有益于心脏、红薯还有通便的作用、红薯还有增强抵抗力、延缓衰老、减肥的功效……,月色家的小厨房,543,98,减肥
http://pic.ecook.cn/web/263355486.jpg!s4,雪碧凉面,黄磊老师的雪碧凉面，太好吃了，真的很佩服黄老师的手艺，凉面加入雪碧，别有一番滋味，吃了一大碗，都忘了自己要减肥的事了。,阿娟,544,35,减肥
http://pic.ecook.cn/web/224779039.jpg!s4,锦上添花,减肥食谱第三波,懵暮i,539,39,减肥
http://pic.ecook.cn/web/248945869.jpg!s4,法式脆皮烤烤鸡,"这又是一道简单又酷炫的硬菜，
尤其用来家宴的时候唬朋友最合适不过。
虽然取了个法式高冷的名字，实则灰常简单。就是腌好鸡腿，切好蔬菜，撒一堆罗勒，
放两片柠檬入烤箱开烤。
唯一的不好之处是烤制时间有点长，
但这也正是它的优点之一，
你可以在烤的时候准备别的菜或做其他事情。
最主要的是
整盘菜只用了2勺橄榄油
减肥放纵日的宝宝们再也不用啃鸡胸了！",吃肉的小厨娘,535,39,减肥
http://pic.ecook.cn/web/240771703.jpg!s4,米菲兔杯子趣味餐,米菲兔形象可爱，这款趣味餐不仅适用于儿童还适用于减肥人士，饭量可以有效得到控制，营养搭配合理，红烧咸鱼块也非常下饭开胃。,开心果子365,534,68,减肥
http://pic.ecook.cn/web/259379523.jpg!s4,大酱豆腐汤,好吃不腻的韩式大酱豆腐汤，暖心暖胃，味道棒棒哒！很适合老人和孩子食用，也是爱美减肥人士的最爱。,胸有成竹1966,524,58,减肥
http://pic.ecook.cn/web/258981440.jpg!s4,红薯松饼,红薯营养均衡，具有防止亚健康、减肥、健美和抗癌等作用。由于红薯中含有大量的淀粉，食用以后很容易使人产生饱腹感，从而减少食物的摄入量，可达到减肥瘦身的功效。,辛墨墨的小食光,514,49,减肥
http://pic.ecook.cn/web/262512565.jpg!s4,补血养颜～低脂紫薯红糖糯米饼,紫薯富含纤维素，吃紫薯不仅不会发胖，相反能够减肥、健美、防止亚健康、又能排毒。紫薯是很好的低脂肪、低热能食品，有利于减肥、健美；加了红糖馅，还有补血养颜功效！,枭笑h,512,29,减肥
http://pic.ecook.cn/web/262970783.jpg!s4,凉拌木耳,木耳有补铁养血，清肠胃的功效，可以将体内和肺部的纤维、粉尘清除掉，抗癌排毒，是非常好的减肥菜品哦～今天木耳做主角凉拌，爽口解腻，而且做起来简单快捷，成本不超过3元~,小姿0118,510,25,减肥
http://pic.ecook.cn/web/256563342.jpg!s4,秋季健康饮～黄瓜雪梨汁,"大鱼大肉辛辣的吃多了就会感觉不舒服，来一杯黄瓜雪梨汁清清肠胃，就觉得特别舒服～
黄瓜雪梨汁清香可口，还能当减肥饮喝，着实不错～",凡妈小厨,506,1156,减肥
http://pic.ecook.cn/web/263187678.jpg!s4,超鲜虾鱼片粥,不仅味道鲜美，而且健康呀，鲜美的大虾和新鲜鱼片一起放入粥中，让这个海鲜鲜美无比。适合减肥，并且需要补营养的时候食用,缇里蛋奶酥,505,24,减肥
http://pic.ecook.cn/web/46702141.jpg!s4,无油豆浆蛋糕,"豆浆是中国人民喜爱的一种饮品，又是一种老少皆宜的营养食品，在欧美享有“植物奶”的美誉。豆浆含有丰富的植物蛋白，还含有丰富的微量元素及矿物质，适合于各种人群。
今天用豆浆来做蛋糕，而且还是无油，相信崇尚健康及减肥人士一定会喜欢的。
",s姐-絮,503,28,减肥
http://pic.ecook.cn/web/260687319.jpg!s4,低脂晚餐之嫩溜鸡片,低脂柔嫩鲜美的减肥晚餐。,小筑饭,504,26,减肥
http://pic.ecook.cn/web/263342305.jpg!s4,凉拌海带丝（内附凉拌汁制作方法）,海带营养丰富，富含多种矿物质，维生素和蛋白质，多食用海带有降糖，降压，降脂，排毒，减肥的功效。,紫色浪漫wh,500,8,减肥
http://pic.ecook.cn/web/263078958.jpg!s4,蒜蓉蚝油香菇,"香菇，主产于随州、山东、河南、浙江等地。其味道鲜美，香气沁人，素有山珍之王之称，是高蛋白、低脂肪的营养保健食品。对糖尿病、肺结核、传染性肝炎、神经炎等起治疗作用，又可用于消化不良、便秘、减肥等。
1.提高免疫
香菇中含有的香菇多糖可提高巨噬细胞的吞噬功能，还可促进T淋巴细胞的产生，并提高T淋巴细胞的杀伤活性;这三种细胞的活性增强，就可以大大的提升抵抗力和免疫力，因此，人们经常吃香菇，有助于抵抗力和免疫力的提升。建议在秋冬季节很容易感染风寒多吃一点香菇。
2.降血压、降血脂、降胆固醇
香菇中含有嘌呤、胆碱、酪氨酸、氧化酶以及某些核酸物质，能起到降血压、降胆固醇、降血脂的作用，又可预防动脉硬化、肝硬化等疾病。
3.延缓衰老
香菇的水提取物对过氧化氢有清除作用，对体内的过氧化氢有一定的消除作用。
4.防癌抗癌
香菇菌盖部分含有双链结构的核糖核酸，进入人体后，会产生具有抗癌作用的干扰素。",祯祯宝贝,497,45,减肥
http://pic.ecook.cn/web/263591321.jpg!s4,凉拌鸡胸肉,"​鸡胸肉热量低，蛋白质含量高，而且价格也实惠，关键是没有骨头处理起来很方便，深受减肥或者增肌人群喜欢，可鸡胸肉很柴做出来并不好吃，除了油炸以及花里胡哨的各种酱料裹上之外，想要一种健康又低热量的做法，那真的是味如嚼蜡，没有心情品尝美食了。



​今天给大家推荐的这道轻脂低卡美食，美味与健康能同时拥有，选择了红色的胡萝卜，不少绿色的葱，再加上蛋白质含量高，脂肪低的鸡胸肉，做出来非常的好吃，家里经常吃猪肉的话，可以换一换，用这种方式来吃鸡胸肉，在夏天相信全家人都会喜欢的。",我是王梅子,487,21,减肥
http://pic.ecook.cn/web/258334825.jpg!s4,秘制酱牛肉,牛肉补中益气、强健筋骨、滋养脾胃，能提高机体抗病能力，最重要的是减肥吃正好，我家老公孩子都喜欢吃酱牛肉，经过若干次做法，终于找到这个方法做的酱牛肉，鲜味浓厚，口感丰厚。特别受欢迎哦。,岁月静好丽,479,46,减肥
http://pic.ecook.cn/web/256127682.jpg!s4,芦笋培根卷,"芦笋，是世界十大名菜之一！
其嫩茎中含有丰富的蛋白质、维生素、矿物质和人体所需的微量元素等，还含有微量元素硒，被认为是一种高营养的抗癌食品。它具有低糖、低脂肪、高纤维素的特点，还有减肥的作用。
芦笋清甜幼嫩，搭配咸香的培根，味道好极了！",陀螺妈妈zjr,476,335,减肥
http://pic.ecook.cn/web/263649724.jpg!s4,冬瓜胡萝卜肉丁汤,"冬瓜含有较多的蛋白质、糖类及少量的钙、磷、铁等矿物质和维生素C、维生素B9、瓜氨酸、钙等营养素。冬瓜是瓜菜中唯一不含脂肪的瓜菜，并富含丙醇二酸成分，能抑制糖类物质转化为脂肪成分，又因有较强的利尿作用，可增加减肥效果。
1、冬瓜中的丙醇二酸能有效控制体内的糖类转化为脂肪，防止体内脂肪堆积，还能把肥胖多余的脂肪消耗掉，对防治高血压、动脉粥样硬化、减肥有良好的效果。冬瓜中的膳食纤维含量很高，能有效改善人体血糖水平。另外，膳食纤维还能降低体内胆固醇，降血脂，防止动脉粥样硬化。
2、冬瓜中富含多种氨基酸，瓜籽和果皮中的含量高于果肉。这些物质能帮助人体解除游离氨毒害，并有利尿消肿的功效。冬瓜中的粗纤维，能刺激肠道蠕动，使肠道里积存的致癌物质尽快排泄出去。
3、冬瓜性寒味甘，清热生津，僻暑除烦，在夏日服食尤为适宜，常用于水肿和体虚浮肿等。
4、冬瓜籽中含有油酸，具有抑制体内黑色素沉积的功能，具有良好的润肤美容效果。此外，冬瓜籽所含的蛋白质和瓜氨酸更可润泽皮肤，还能抑制黑色素的形成。
",祯祯宝贝,470,25,减肥
http://pic.ecook.cn/web/263206729.jpg!s4,蒜蓉蒸鸡胸肉,减肥期间想吃肉肉怎么办呢？快来吃蒜蓉蒸鸡胸肉吧！低脂低卡，吃了毫无罪恶感！鸡胸肉嫩滑，超级好吃入味。喜欢的小伙伴们一起做起来吧！,婧涵麻麻,467,24,减肥
http://pic.ecook.cn/web/263748821.jpg!s4,丝瓜木耳菌菇汤,今天分享一道超级好喝的丝瓜木耳菌菇汤，丝瓜鲜嫩，还能祛火，加上菌菇，更是鲜上加鲜，而且减脂减肥，美白补水，简单又快手，喜欢的赶紧收藏做一个吧。,西蘭,460,21,减肥
http://pic.ecook.cn/web/47777003.jpg!s4,低脂芒果冰淇淋，脂肪含量仅有1％,"今天我来分享一款低脂芒果冰淇淋的做法，脂肪含量仅有1％，热量才不到80大卡！

非常适合正在减肥的小伙伴们，尤其是在炎热的夏天，解馋的同时不用担心长肉了。
",涛哥1985,458,24,减肥
http://pic.ecook.cn/web/255982784.jpg!s4,鸡胸肉沙拉 低脂美味,鸡胸肉，永远是减肥健身人士的最爱。相比水煮鸡胸肉，鸡胸肉沙拉采用少量橄榄油煎制，低脂和美味兼得，让减肥之路更快乐。,囿于厨房美食,456,26,减肥
http://pic.ecook.cn/web/262960343.jpg!s4,黄瓜汁,黄瓜中含有多种营养成分，其中的葫芦素C具有提高人免疫力的作用。常饮黄瓜汁不仅可以预防口腔溃疡，帮助消化，改善皮肤，降血糖、可以减肥、抗衰老等等，好处多多。坚持每天早晨一杯黄瓜汁，还能起到清肠胃的作用。因为黄瓜中含有大量的维生素可以缓解便秘的作用。还可以促进排毒。黄瓜不仅帮助消化，还具有美容养颜的作用。对于女性来说是一种很不错的美容食品。,茹絮,449,24,减肥
http://pic.ecook.cn/web/262927640.jpg!s4,菠菜鸡蛋饼,菠菜鸡蛋饼的做法并不难，简单又快手，5分钟就能轻松搞定宝贝的早餐，对于上班族妈妈们来说，这款美味的的菠菜鸡蛋饼是营养早餐的不二选择。这款饼有蔬菜又有鸡蛋，营养均衡，不放油也能煎出香味，吃1小块菠菜鸡蛋饼就有饱腹感，想减肥的美眉们可以把它作为减脂餐，低脂又好吃。今天的早餐我做的就是菠菜饼，两个鸡蛋煎出了一大块饼，搭配小米粥一起吃，一口菠菜饼，一口小米粥，吃完感觉没吃够似的，真是意犹未尽啊，其实肚子已经是圆鼓鼓的了。大家也许吃过了菠菜饼吧，但是做法有很多种，我今天给大家分享我的家常做法，感兴趣的朋友一起来学习吧，学会了给家人做这款美味营养的早餐饼。,爱美食的志宝妈,447,22,减肥
http://pic.ecook.cn/web/256037051.jpg!s4,蒜蓉鸡胸肉,一道超级低脂健康的鸡胸肉，用蒸的方式，避免油烟和油脂的摄入，减肥健身人士不要错过哦。,囿于厨房美食,444,28,减肥
http://pic.ecook.cn/web/253465256.jpg!s4,薏米红豆山药糕,"本着无抹茶不红豆的精神
特意做了抹茶款
这货一听就知道够健康的
祛湿养胃健脾…巴拉巴拉",森町小调,443,76,减肥
http://pic.ecook.cn/web/254438585.jpg!s4,香煎羊排,冰箱里正好有羊小排，嗯，那今天就不减肥了o(*////▽////*)q,呆萌lll,439,38,减肥
http://pic.ecook.cn/web/261400563.jpg!s4,"葱油拌面好吃的秘诀,你一定要知道","       说到葱油拌面，魔都人民可是从小吃到大的，怎么吃也不会厌，其貌不扬的葱油拌面承载着浓烈的滋味，它的面条有韧劲又滑爽，开洋鲜美，葱油则是喷喷香，闻到了那股葱香味你就忍不住想要再来一碗,再也不考虑减肥的事情，对于讲求乐惠的人而言，再妥帖不过的了，既填饱了肚子，又有葱香萦绕的一餐。",23煮厨,438,7,减肥
http://pic.ecook.cn/web/261085571.jpg!s4,草莓思慕雪,"北欧现在正是草莓季，因此用草莓做一杯冰饮是最惬意的。
今天我打的是思慕雪，思慕雪就是水果加酸奶，在欧洲，特别是夏天是最受欢迎的，它被称作液体面包，给你补充维生素和能量，又不会让你长胖，是减肥者的福音。
",挪红美食,438,31,减肥
http://pic.ecook.cn/web/257418771.jpg!s4,中式点心～红糖马拉糕（无油版）,要说中式点心，广东茶楼里最热门之一的必数这道马拉糕了！口感相似蛋糕与发糕，但它比蛋糕多一份韧性又比发糕多了份绵软，反正我很喜欢它！加入红糖又多了一份更健康，还有红糖特有的香味！,陀螺妈妈zjr,434,351,减肥
http://pic.ecook.cn/web/262907951.jpg!s4,全麦蔬菜三明治,马上就到了露肉的季节了，减肥的同时也要加强营养哦！这一款全麦蔬菜三明治，简单快手营养丰富，吃了还不怕长胖，一起动手做起来吧！,妞妞妈美食,433,37,减肥
http://pic.ecook.cn/web/46959214.jpg!s4,豌豆浓汤,一般的浓汤，调料一般有淡奶油，黄油，黑胡椒粉等。但这道浓汤是简易版的，食材只有盐，不含油的浓汤口感清爽，也更营养健康，很适合减肥期的筒子。做法简单，味道却非常好，开盖时，香味扑面而来。我赶紧盛了一碗浓汤拍照用，剩下的浓汤就一边拍照一边喝掉了，o(∩_∩)o ~,零落,433,28,减肥
http://pic.ecook.cn/web/261172382.jpg!s4,夏天必喝-丝瓜花蛤汤,一道特别适合夏天的汤水，制作快速，五分钟就能喝到这道清甜爽口、消暑减肥的花蛤丝瓜汤。 丝瓜是夏季盛产的瓜类之一，味道鲜美、口感清脆、膳食纤维和水分特别丰富，夏天可以多吃，有利于补水、消暑、减肥。 花蛤有高蛋白、高微量元素、高铁、高钙、少脂肪的营养特点，还有滋阴明目、软坚、化痰之功,珊妈,431,21,减肥
http://pic.ecook.cn/web/261930675.jpg!s4,油而不腻的下饭菜【辣酱回锅肉】,"回锅肉是中国川菜中一种烹调猪肉的传统菜式
特点是口味独特，色泽红亮，肥而不腻
四川家家户户都能制作
各家有各家的做法，味道各具特色

我今天也来做一道回锅肉
不算正宗合格的四川回锅肉
但一样的好吃下饭
要减肥的亲们慎尝试~~
",摩卡tl,423,9,减肥
http://pic.ecook.cn/web/263416545.jpg!s4,超简单的家常素炒西葫芦,今天分享一道我们家常吃的素炒西葫芦，做法简单零厨艺，健康营养低脂，清爽不油腻，减肥小姐姐最爱~,西蘭,426,14,减肥
http://pic.ecook.cn/web/254371156.jpg!s4,红薯糯米芝麻饼,这个饼真是简单好做到没朋友哦，厨房小白什么的通通没问题。红薯更是减肥、健美的健康食品，怎么能错过呢？,东坡君呀,419,45,减肥
http://pic.ecook.cn/web/262358973.jpg!s4,蒸拌鸡胸虾仁丸子——谁说要健身只能吃白水煮鸡胸肉？,"说到鸡胸肉，因为其高蛋白、低脂肪的特质，大家对它的固有印象就是减肥餐里的标配，虽然是肉，但是清淡寡味。
囡姐今天做的这道蒸拌鸡胸肉虾仁丸子让增肌的你吃得有滋有味，让减脂的你越吃越瘦！",沙小囡,422,23,减肥
http://pic.ecook.cn/web/263085373.jpg!s4,凉拌冻豆腐,"冻豆腐算是东北比较有特色的一种食材。把豆腐放在室外货冰箱冻上一整夜，再化冻，豆腐上出现无数蜂窝状的小孔，柔韧弹牙的冻豆腐就做好了。

把冻豆腐当面筋一样的做成凉拌菜，也是清爽美味的小菜，最适合炎炎夏日，说做就做，开始今日的小菜分享~",小姿0118,411,31,减肥
http://pic.ecook.cn/web/263031639.jpg!s4,老醋三宝#吃出好身材#,多吃醋，对人体健康十分有益，醋可以促进新陈代谢，帮助机体消除疲劳，预防动脉硬化和高血压。醋不仅是一种调味品，也是一种保健养生食品。今天囡姐安利给大家的这道老醋三宝，做法很简单，酸爽解油腻，不仅是道下酒好菜，更是节后减肥刮肠的利器，最最关键的是味道还好，小伙伴们还等什么，赶紧在家做起来吧！,沙小囡,409,17,减肥
http://pic.ecook.cn/web/262020838.jpg!s4,香菇肉酱面,香菇中还含有30多种酶和18种氨基酸。人体所必需的8中氨基酸中，香菇就含有7种，因此香菇又成为纠正人体酶缺乏症和补充氨基酸的首选食物。香菇多糖能提高辅助性T细胞的活力而增强人体体液免疫功能。大量实践证明，香菇防治癌症的范围广泛，已用于临床治疗。香菇还含有多种维生素、矿物质，对促进人体新陈代谢，提高机体适应力有很大作用。香菇还对糖尿病、肺结核、传染性肝炎、神经炎等起治疗作用，又可用于消化不良、便秘、减肥等。,紫色勿忘我美食,406,24,减肥
http://pic.ecook.cn/web/260367813.jpg!s4,凉拌菜,"天气越来越暖和了，开心之余，想必美女们都忙着减肥了吧！我办公室的小姑娘一个个都不吃饭了，天天嚷着减肥，哎，我说女人们你们累不累呀！

不过说起减肥，我可是有经验得很，我就是用这个方法，从两个月时间，从140斤减到了106斤！怎么样，这成果，够有说服力吧！
做法很简单，就是将各种粗纤维含量多的食材加点佐料拌起来就行了，注意不要放油，少放盐，如果觉得太清淡了，可以用辣椒调味，加点花生米增加口感。

说起减肥，其实就是少吃多动，不要信那么多虚的，什么蛋白质减肥法、饼干代餐减肥法，那都是骗钱的，只要你能管住嘴，那就成功了一大半了，“3分练7分吃”、“管住嘴迈开腿”，这绝对是真理中的真理！

好，废话不多说，我将减肥过程中的一个大功臣教给你们——

可别小看这叠食材，食材多样，营养丰富，最重要的是，多吃点也不会长肉！用它当晚饭，一周瘦了4斤！效果看得见呀",美美家的厨房,404,31,减肥
http://pic.ecook.cn/web/263394321.jpg!s4,缤纷藜麦鸡肉沙拉,对于想要减肥的小仙女来说，管住嘴是很痛苦的一件事，今天囡姐就给大家带来一道吃不胖的食谱，低卡低脂，营养美味，就连不减肥的人也觉得好吃呢！,沙小囡,401,30,减肥
http://pic.ecook.cn/web/259539689.jpg!s4,低卡红薯燕麦饼,#罐头小厨#减肥拼命小半年，未到功成又过年！低卡红薯燕麦饼！高纤润肠，无油无盐，低脂又健康，助你年后重新瘦回两位数,罐头视频,399,33,减肥
http://pic.ecook.cn/web/258042200.jpg!s4,家常小炒~青椒炒肉,"
  青椒果肉厚而脆嫩，维生素C含量丰富哦！常吃青椒可增加食欲、帮助消化。还能降脂减肥，促进脂肪的新陈代谢。",茹妈美食记,399,42,减肥
http://pic.ecook.cn/web/262682816.jpg!s4,星空雪燕杯「厨娘物语」,"嗨，我是小鹿！
2018马上就结束啦，我们又相互陪伴了一整年耶！开心⸂⸂⸜(രᴗര๑)⸝⸃⸃
大家给自己订的目标都完成了吗？有没有什么遗憾吖？

我感觉12月真的忙的不得了，有好多想做的事，时间压根不够用…
这几周忙着拍片剪片，研发新品，整理仓库培训客服，还要经常跑新工作室盯装修。压力特别大晚上总失眠，希望19年自己能再厉害点~
我猜你们应该都和我一样，忙着考试忙着工作忙着照顾爱的人，都在努力过好每一天吧！

女孩们，新的一年，再忙也要记得好好爱惜自己~
今天来教你们做一杯，我平时经常喝的养颜小甜汤【星空雪燕杯】
像璀璨的星空一样貌美，而且非常健康哦！

雪燕泡发后形似燕窝，又称“平民燕窝”，常喝可以美颜润肤，减肥排脂，增强免疫力~搭配清甜不上火的石蜂糖和富含花青素的蝶豆花，就是一份妥妥的养生佳品啦！
男生女生老人孩子全家都能喝哦~
养身少女们赶紧码住吧！",厨娘物语c小鹿,396,11,减肥
http://pic.ecook.cn/web/262915059.jpg!s4,回锅香辣土豆块,土豆一直是我们家餐桌上的家常菜，一直变着花样烧来吃，今天的干锅土豆片里面加了豆瓣酱， 真的别有一番滋味啊 外焦里嫩， 简直不能用一个爽字来形容，关键是超级下饭..... 不信减肥的你试试，看到这道菜你还侯的住么........,小姿0118,395,15,减肥
http://pic.ecook.cn/web/257855357.jpg!s4,#感恩节食谱# 锅仔萝卜羊排,寒冬常吃羊肉可益气补虚，促进血液循环，增强御寒能力。羊肉还可增加消化酶，保护胃壁，有助于消化。羊肉具有补精血，益虚劳，温中健脾，补肾壮阳，养肝等功效。羊肉，因其含左旋肉碱，可促进脂肪代谢，有利于减肥，适合虚胖的男士食用。羊肉热量比牛肉要高，历来被当做秋冬御寒和进补的重要食品之一。,胸有成竹1966,392,80,减肥
http://pic.ecook.cn/web/262456384.jpg!s4,豆腐太阳花,日本豆腐又称鸡蛋豆腐、玉子豆腐、蛋玉晶，其质感类似豆腐。它以鸡蛋为主要原料，辅之纯水、植物蛋白、天然调味料等，经科学配方精制而成，具有豆腐之爽滑鲜嫩，鸡蛋之美味清香，以其高品质、美味、营养、健康、方便和物有所值在消费者中享有盛誉。,祯祯宝贝,389,34,减肥
http://pic.ecook.cn/web/263454442.jpg!s4,香辣沾串,无油无糖，低脂健康，减肥也可以吃饱吃好,早早妈妈晚晚,387,13,减肥
http://pic.ecook.cn/web/259946230.jpg!s4,虫草花拌木耳,"虫草花并非冬虫夏草，它属真菌，是人工栽培的蛹虫草子实体干品颜色橙黄至橘红、具有独特的香味，比一般食用菌的营养价值更高。并且具有补肺肾、止咳嗽、益虚损、养精气之功能。
另外，黑木耳中含有丰富的纤维素和一种特殊的植物胶质，能促进胃肠蠕动，促使肠道脂肪食物的排泄，减少食物脂肪的吸收，从而起到减肥作用。
所以这道“虫草花拌木耳”，不仅开胃又下饭，更是节后的清肠减肥救命菜。",1粗茶淡饭1,387,31,减肥
http://pic.ecook.cn/web/50487517.jpg!s4,薏米干贝冬瓜煲,"冬瓜是一款赫赫有名的减肥蔬菜。它的功效在于“利水消炎”，还具有清热解毒、除烦止渴、祛湿解暑的作用。
传统医学认为薏米有清热利暑、宜肺排脓、健脾胃、强筋骨的作用。
干贝是一款高蛋白、高矿物质的食物，配合健脾利湿的薏米、清热利水的冬瓜，既利了水，又补充了营养。
三者结合在一起，制作的这款烩菜功效显著，汤鲜菜美，是我喜欢的菜式。
喜欢吃肉的朋友可以加入肉末，味道会更香。因为先生不在家，我不吃肉，所以没有加入肉末，这样汤更突显了干贝的鲜香，我更喜欢这种味道。",秋天到枫叶红7,385,876,减肥
http://pic.ecook.cn/web/263222699.jpg!s4,黄瓜腐竹大拌菜,女儿回来这十几天，荤腥吃的有点多，女儿回三亚工作了，我的清肠减肥继续开始了，今天开始吃素，这款大拌菜香辣爽口。,阿娟,384,23,减肥
http://pic.ecook.cn/web/262865699.jpg!s4,鱼香杏鲍菇,"我所以为的好吃，不过是：
即便是简单炒炒的素菜，也可下米饭无数。
光盘后不是让你念念不忘，而是让你记住了这个味道！
PS：吃饭时，某人边吃边念叨：“你把素菜也做的这么好吃，还让不让人减肥了？！再添一碗米饭！”",沙小囡,380,36,减肥
http://pic.ecook.cn/web/256269009.jpg!s4,养生美颜甜品——玫瑰南瓜银耳露,"
银耳富有天然特性胶质，加上它的滋阴作用，长期服用可以润肤，并有祛除脸部黄褐斑、雀斑的功效。含膳食纤维的减肥食品，它的膳食纤维可助胃肠蠕动，减少脂肪吸收！
南瓜补中益气，清热解毒，润肠通便的作用！
玫瑰花性温，活血，疏肝解郁，美颜护肤等功效。
因此将三者组合一起，这款甜品具有补中益气，清热解毒，润肠通便，既养生保健又美容护肤，值得推荐给爱美的你……",荷妈美食,376,420,减肥
http://pic.ecook.cn/web/259576377.jpg!s4,生菜乳酪芝麻煎饼,      生菜中膳食纤维和维生素C较多，有消除多余脂肪的作用，具有养胃的功效。适宜胃病、维生素C缺乏、肥胖、减肥者，生食、常食可有利于女性保持苗条的身材。过节期间吃了太多大鱼大肉的姐们，赶紧看过来哦👀这个菜谱还适合作为宝宝的辅食呢……,命随流星阿婷,378,54,减肥
http://pic.ecook.cn/web/263747277.jpg!s4,冬瓜花蛤汤,冬瓜性寒、味甘，具有清肺热化痰、清胃热除烦止渴、利尿解暑、除水肿降血压之功效。而且冬瓜热量很低，十分利于降脂减肥。今天分享一道味道鲜美的冬瓜花蛤汤，清爽解暑，做法巨简单，喜欢的收藏做一个哦～,西蘭,365,18,减肥
http://pic.ecook.cn/web/257115391.jpg!s4,葱油拌面 简单最好味, 小时候最爱吃的就是我妈做的热汤挂面，她习惯先用油把葱花爆香后马上加酱油加水，那从窗户飘出去的葱香味，啧啧啧....香出两公里，后来偶尔看到一个网友晒葱油拌面，图片实在是平淡无奇，就是一碗面上面几个炸过了的小葱，他居然说吃了有惊艳的赶脚，我擦，写到这，想起那炸过的葱香和酱油结合出来特有的香气，我真想去煮一碗面吃，啊啊啊，减肥减肥....忍忍忍......,摩卡好甜,363,13,减肥
http://pic.ecook.cn/web/263072700.jpg!s4,拍黄瓜,减肥时吃黄瓜是大多数人的选择，但是天天都直接吃黄瓜太单一了，今天变个花样吃，来一盘拍黄瓜吧！,妞妞妈美食,359,23,减肥
http://pic.ecook.cn/web/256453874.jpg!s4,甜美的下午茶之蓝莓土豆球,"土豆的蛋白质比大豆还好，最接近动物蛋白。土豆所含的钾可预防脑血管破裂。它所含的蛋白质和维生素C，均为苹果的10倍，营养价值相当于苹果的3.5倍。土豆利于减肥、防中风，还能和胃健脾，对胃溃疡、习惯性便秘、热咳及皮肤湿疹也有治疗功效。
土豆可以做出很多的美食，但是最健康营养的做法就是无油吃法。奶香四溢的蓝莓土豆球就是无油无糖、非常健康的吃法，特别适合作餐桌上的小甜品或者下午茶。",皓月天空3331,358,1114,减肥
http://pic.ecook.cn/web/260234813.jpg!s4,南瓜土豆浓汤,南瓜性温味甘热量低，所含的南瓜多糖能提高机体免疫功能，富含的果胶又可以保护胃黏、减少胆固醇的吸收，有降血糖和减肥的功效，不愧是“蔬菜之王”。与富含淀粉和多种维生素的土豆搭配在一起，即可饱腹又对身体健康有益。在经历过大吃大喝的春节后，处在各种病菌滋生的春季，这道浓汤真的是非常适合大家食用的一道美味。,安宝的虎妈,355,35,减肥
http://pic.ecook.cn/web/260639935.jpg!s4,酸甜鸡丁,鸡胸肉质地细腻，嫩滑，做法简单多变，所以即使是减肥的人也可以毫无负担的享用它，不但如此，鸡胸肉还含有磷脂类，磷脂类可是人体生长发育的重要来源之一，鸡胸肉还能强筋骨，调月经，止白带等作用。,石榴小厨,355,22,减肥
http://pic.ecook.cn/web/260400546.jpg!s4,炸香酥藕盒,"提起油炸食品，许多人是又爱又恨；爱它的香、酥、脆，恨它油大会长肉；可是每看到油炸食品时，特别是快要过年时，走到哪都能闻到炸东东的味道，不禁让我想起了儿时的往事。那时物质条件有限大都凭票供应，数量极少又没冰箱；买回的新鲜年货食材，除了蒸煮炖卤外，剩下的都得下油锅炸半熟，方好储存不易变质，所以各种炸货是老百姓过年必不可少的。
炸藕盒：南北都有的家常菜，做法简单外香酥脆馅肉软嫩；传统做法是取新鲜莲藕刨去外皮、切成夹刀片、掰开藕片夹上肉馅、再裹上面糊入油锅炸至金黄；直接吃外皮焦香、肉馅软嫩还带着莲藕的清香，也可以另外做浇汁淋上或搭配食材蔬菜一起烹饪，晚上饿时放二块和面条一起也是极香的；无论哪种吃法，都是满口留香超级好吃的~~~
藕富含糖淀粉、蛋白质、维生素C粗纤维、能帮助消息防止便秘，提供人体需要的碳水化合物及等多种微量元素；能健脾开胃，益血补心补五脏、改善血液循环。
现在呢很多年轻人想要减肥觉着麻烦，又担心生藕硬脆切不好，已很少有人做炸藕盒了；哈哈，正巧咱前阵子尝试了一回新方法感觉很不错，今儿拿出来与大家分享，掌握这3点，助厨房小白也能做出美味漂亮的酥脆藕盒了~~~",老方小雨,353,33,减肥
http://pic.ecook.cn/web/263155627.jpg!s4,香芹黄豆芽,香芹炒黄豆芽，非常清淡爽口的一道小菜。黄豆芽和芹菜本身就有清肠、减肥的作用，两样一起炒减肥效果更好、味道更丰富。,妙江南,351,21,减肥
http://pic.ecook.cn/web/261329837.jpg!s4,百香果柠檬薄荷蜂蜜水,听说这道饮品能美容养颜，还能减肥，我也想试试😂，喝了第一次就一发不可收拾的爱上了它😂😂😂,紫色勿忘我美食,347,23,减肥
